Date,Hour,Readings,Avg_PV_W,PV_Energy_kWh,Avg_Battery_W,Battery_Energy_kWh,Avg_Grid_W,Grid_Energy_kWh,Avg_GridLoad_W,GridLoad_Energy_kWh,Avg_BackupLoad_W,BackupLoad_Energy_kWh,Avg_SOC_Pct,Min_SOC_Pct,Max_SOC_Pct
2026-08-01,00:00,12,0.0,0.0,-148.2,-0.148,-78.3,-0.078,226.6,0.227,0.0,0.0,91.0,91,91
2026-08-01,01:00,12,0.0,0.0,-97.2,-0.097,-74.3,-0.074,171.6,0.172,0.0,0.0,90.0,90,90
2026-08-01,02:00,12,0.0,0.0,-101.3,-0.101,-71.7,-0.072,173.0,0.173,0.0,0.0,89.1,89,90
2026-08-01,03:00,12,0.0,0.0,-137.2,-0.137,-73.0,-0.073,210.2,0.21,0.0,0.0,88.2,88,89
2026-08-01,04:00,12,0.0,0.0,-111.2,-0.111,-69.0,-0.069,180.2,0.18,0.0,0.0,87.2,87,88
2026-08-01,05:00,12,5.3,0.005,-147.9,-0.148,-35.2,-0.035,188.4,0.188,0.0,0.0,86.2,86,87
2026-08-01,06:00,12,351.2,0.351,135.4,0.135,0.0,0.0,215.8,0.216,0.0,0.0,85.4,85,86
2026-08-01,07:00,12,851.8,0.852,645.2,0.645,0.0,0.0,206.6,0.207,0.0,0.0,87.7,86,90
2026-08-01,08:00,12,2724.3,2.724,1479.8,1.48,1021.5,1.022,223.1,0.223,0.0,0.0,96.7,91,100
2026-08-01,09:00,12,2400.8,2.401,0.0,0.0,2171.7,2.172,250.6,0.251,0.0,0.0,100.0,100,100
2026-08-01,10:00,12,3849.8,3.85,0.0,0.0,3571.4,3.571,278.4,0.278,0.0,0.0,100.0,100,100
2026-08-01,11:00,12,4809.8,4.81,0.0,0.0,4494.1,4.494,315.8,0.316,0.0,0.0,99.4,99,100
2026-08-01,12:00,12,5100.9,5.101,0.0,0.0,4784.0,4.784,316.9,0.317,0.0,0.0,99.0,99,99
2026-08-01,13:00,12,4873.6,4.874,0.0,0.0,4530.6,4.531,343.0,0.343,0.0,0.0,99.0,99,99
2026-08-01,14:00,12,2697.9,2.698,0.0,0.0,2456.1,2.456,241.8,0.242,0.0,0.0,99.0,99,99
2026-08-01,15:00,12,401.6,0.402,-58.5,-0.059,238.2,0.238,221.9,0.222,0.0,0.0,98.8,98,99
2026-08-01,16:00,12,184.4,0.184,-19.0,-0.019,0.0,0.0,203.4,0.203,0.0,0.0,98.0,98,98
2026-08-01,17:00,12,242.0,0.242,0.0,0.0,63.4,0.063,178.6,0.179,0.0,0.0,98.0,98,98
2026-08-01,18:00,12,25.3,0.025,-173.6,-0.174,-20.2,-0.02,219.2,0.219,0.0,0.0,96.8,96,98
2026-08-01,19:00,12,0.0,0.0,-95.6,-0.096,-78.3,-0.078,173.9,0.174,0.0,0.0,95.9,95,96
2026-08-01,20:00,11,0.0,0.0,-145.3,-0.133,-81.0,-0.074,226.3,0.207,0.0,0.0,94.8,94,95
2026-08-01,21:00,11,0.0,0.0,-90.2,-0.083,-75.2,-0.069,165.4,0.152,0.0,0.0,93.9,93,94
2026-08-01,22:00,12,0.0,0.0,-131.8,-0.132,-81.0,-0.081,212.8,0.213,0.0,0.0,92.9,92,93
2026-08-01,23:00,12,0.0,0.0,-111.2,-0.111,-82.3,-0.082,193.5,0.194,0.0,0.0,92.0,92,92
2026-08-02,00:00,12,0.0,0.0,-94.2,-0.094,-79.7,-0.08,173.9,0.174,0.0,0.0,91.0,91,91
2026-08-02,01:00,12,0.0,0.0,-148.3,-0.148,-81.0,-0.081,229.3,0.229,0.0,0.0,90.1,90,91
2026-08-02,02:00,12,0.0,0.0,-98.2,-0.098,-81.0,-0.081,179.2,0.179,0.0,0.0,89.1,89,90
2026-08-02,03:00,12,0.0,0.0,-601.8,-0.602,-90.3,-0.09,692.1,0.692,0.0,0.0,86.6,85,89
2026-08-02,04:00,12,0.0,0.0,-549.9,-0.55,-91.7,-0.092,641.6,0.642,0.0,0.0,82.5,81,84
2026-08-02,05:00,12,3.5,0.004,-350.8,-0.351,-43.2,-0.043,397.4,0.397,0.0,0.0,79.0,78,80
2026-08-02,06:00,12,184.2,0.184,-149.7,-0.15,0.0,0.0,333.9,0.334,0.0,0.0,77.2,77,78
2026-08-02,07:00,12,538.7,0.539,162.1,0.162,0.0,0.0,376.6,0.377,0.0,0.0,77.2,77,78
2026-08-02,08:00,12,580.2,0.58,-370.2,-0.37,-26.7,-0.027,977.0,0.977,0.0,0.0,76.4,75,78
2026-08-02,09:00,12,524.3,0.524,-359.8,-0.36,-26.7,-0.027,910.8,0.911,0.0,0.0,73.9,73,75
2026-08-02,10:00,12,927.0,0.927,133.3,0.133,-16.0,-0.016,809.7,0.81,0.0,0.0,72.8,72,73
2026-08-02,11:00,12,1249.8,1.25,-68.8,-0.069,-28.0,-0.028,1346.6,1.347,0.0,0.0,73.7,73,74
2026-08-02,12:00,12,1191.0,1.191,-93.8,-0.094,-45.3,-0.045,1330.2,1.33,0.0,0.0,71.2,71,72
2026-08-02,13:00,12,1500.9,1.501,296.5,0.296,-45.3,-0.045,1249.8,1.25,0.0,0.0,72.7,72,73
2026-08-02,14:00,12,1311.0,1.311,-116.2,-0.116,-33.3,-0.033,1460.5,1.461,0.0,0.0,73.4,72,74
2026-08-02,15:00,12,725.1,0.725,-961.8,-0.962,-53.5,-0.053,1740.3,1.74,0.0,0.0,67.9,65,72
2026-08-02,16:00,12,437.8,0.438,-1343.7,-1.344,-44.3,-0.044,1825.8,1.826,0.0,0.0,60.5,57,64
2026-08-02,17:00,12,180.0,0.18,-1361.0,-1.361,-38.7,-0.039,1579.7,1.58,0.0,0.0,52.4,47,56
2026-08-02,18:00,12,6.2,0.006,-1813.3,-1.813,-55.1,-0.055,1874.6,1.875,0.0,0.0,39.9,36,45
2026-08-02,19:00,11,0.0,0.0,-1227.0,-1.125,-110.2,-0.101,1337.2,1.226,0.0,0.0,30.5,27,35
2026-08-02,20:00,12,0.0,0.0,-1116.5,-1.117,-110.4,-0.11,1226.9,1.227,0.0,0.0,22.3,19,26
2026-08-02,21:00,11,0.0,0.0,-1054.4,-0.966,-247.8,-0.227,1302.2,1.194,0.0,0.0,13.7,10,18
2026-08-02,22:00,12,0.0,0.0,0.0,0.0,-1269.2,-1.269,1269.2,1.269,0.0,0.0,11.0,11,11
2026-08-02,23:00,12,0.0,0.0,2.5,0.003,-1106.5,-1.107,1104.0,1.104,0.0,0.0,11.0,11,11
2026-08-03,00:00,12,0.0,0.0,0.0,0.0,-958.9,-0.959,958.9,0.959,0.0,0.0,11.0,11,11
2026-08-03,01:00,12,0.0,0.0,1.2,0.001,-973.6,-0.974,972.3,0.972,0.0,0.0,11.0,11,11
2026-08-03,02:00,12,0.0,0.0,4.2,0.004,-849.2,-0.849,844.9,0.845,0.0,0.0,11.0,11,11
2026-08-03,03:00,12,0.0,0.0,0.0,0.0,-706.9,-0.707,706.9,0.707,0.0,0.0,11.0,11,11
2026-08-03,04:00,12,0.0,0.0,0.0,0.0,-1113.2,-1.113,1113.2,1.113,0.0,0.0,11.0,11,11
2026-08-03,05:00,12,6.4,0.006,0.0,0.0,-536.1,-0.536,542.5,0.542,0.0,0.0,11.0,11,11
2026-08-03,06:00,12,273.7,0.274,3.8,0.004,-693.3,-0.693,963.2,0.963,0.0,0.0,11.0,11,11
2026-08-03,07:00,12,933.7,0.934,369.6,0.37,-9.4,-0.009,573.5,0.574,0.0,0.0,12.5,11,14
2026-08-03,08:00,12,1427.2,1.427,689.4,0.689,-9.3,-0.009,747.1,0.747,0.0,0.0,16.0,14,19
2026-08-03,09:00,12,2311.3,2.311,891.8,0.892,-209.8,-0.21,1629.2,1.629,0.0,0.0,21.2,19,24
2026-08-03,10:00,12,2039.9,2.04,1026.3,1.026,-9.3,-0.009,1022.9,1.023,0.0,0.0,28.1,25,31
2026-08-03,11:00,12,1218.7,1.219,-291.8,-0.292,-16.0,-0.016,1526.5,1.526,0.0,0.0,30.9,29,32
2026-08-03,12:00,12,2005.2,2.005,323.7,0.324,-30.7,-0.031,1712.2,1.712,0.0,0.0,30.8,30,32
2026-08-03,13:00,12,2293.8,2.294,-3032.0,-3.032,-3777.2,-3.777,9102.9,9.103,0.0,0.0,16.6,10,32
2026-08-03,14:00,12,2554.0,2.554,0.0,0.0,-6158.0,-6.158,8712.0,8.712,0.0,0.0,11.0,11,11
2026-08-03,15:00,12,1967.7,1.968,408.2,0.408,-2740.6,-2.741,4300.1,4.3,0.0,0.0,11.8,11,14
2026-08-03,16:00,12,883.8,0.884,50.1,0.05,-355.9,-0.356,1189.7,1.19,0.0,0.0,14.0,14,14
2026-08-03,17:00,12,256.2,0.256,0.0,0.0,-1002.2,-1.002,1258.4,1.258,0.0,0.0,14.0,14,14
2026-08-03,18:00,12,10.8,0.011,0.0,0.0,-1284.0,-1.284,1294.8,1.295,0.0,0.0,14.0,14,14
2026-08-03,19:00,12,0.0,0.0,0.0,0.0,-1271.8,-1.272,1271.8,1.272,0.0,0.0,14.7,14,15
2026-08-03,20:00,12,0.0,0.0,0.0,0.0,-1487.3,-1.487,1487.3,1.487,0.0,0.0,15.0,15,15
2026-08-03,21:00,12,0.0,0.0,0.0,0.0,-1108.0,-1.108,1108.0,1.108,0.0,0.0,15.0,15,15
2026-08-03,22:00,12,0.0,0.0,0.0,0.0,-1595.6,-1.596,1595.6,1.596,0.0,0.0,15.0,15,15
2026-08-03,23:00,12,0.0,0.0,6.8,0.007,-973.6,-0.974,966.8,0.967,0.0,0.0,15.0,15,15
2026-08-04,00:00,12,0.0,0.0,1.2,0.001,-988.5,-0.989,987.2,0.987,0.0,0.0,15.0,15,15
2026-08-04,01:00,12,0.0,0.0,1.2,0.001,-892.3,-0.892,891.1,0.891,0.0,0.0,15.0,15,15
2026-08-04,02:00,12,0.0,0.0,1.2,0.001,-714.9,-0.715,713.7,0.714,0.0,0.0,15.0,15,15
2026-08-04,03:00,12,0.0,0.0,0.0,0.0,-1351.9,-1.352,1351.9,1.352,0.0,0.0,15.0,15,15
2026-08-04,04:00,12,0.0,0.0,0.0,0.0,-1151.2,-1.151,1151.2,1.151,0.0,0.0,15.0,15,15
2026-08-04,05:00,12,16.2,0.016,0.0,0.0,-548.3,-0.548,564.5,0.565,0.0,0.0,15.0,15,15
2026-08-04,06:00,12,407.4,0.407,48.2,0.048,-236.7,-0.237,595.8,0.596,0.0,0.0,15.3,15,16
2026-08-04,07:00,12,1117.0,1.117,511.4,0.511,-86.6,-0.087,692.2,0.692,0.0,0.0,17.3,16,19
2026-08-04,08:00,12,1562.9,1.563,924.3,0.924,-25.7,-0.026,664.2,0.664,0.0,0.0,21.0,20,25
2026-08-04,09:00,11,875.2,0.802,124.1,0.114,-354.4,-0.325,1105.5,1.013,0.0,0.0,26.9,26,27
