Date,Hour,Readings,Avg_PV_W,PV_Energy_kWh,Avg_Battery_W,Battery_Energy_kWh,Avg_Grid_W,Grid_Energy_kWh,Avg_GridLoad_W,GridLoad_Energy_kWh,Avg_BackupLoad_W,BackupLoad_Energy_kWh,Avg_SOC_Pct,Min_SOC_Pct,Max_SOC_Pct
2026-04-01,00:00,12,0.0,0.0,-599.6,-0.6,-896.5,-0.896,1496.1,1.496,0.0,0.0,21.5,21,24
2026-04-01,01:00,12,0.0,0.0,4.2,0.004,-1074.1,-1.074,1069.8,1.07,0.0,0.0,21.0,21,21
2026-04-01,02:00,12,0.0,0.0,0.0,0.0,-862.7,-0.863,862.7,0.863,0.0,0.0,21.0,21,21
2026-04-01,03:00,12,0.0,0.0,0.0,0.0,-858.7,-0.859,858.7,0.859,0.0,0.0,21.0,21,21
2026-04-01,04:00,12,0.0,0.0,0.0,0.0,-758.4,-0.758,758.4,0.758,0.0,0.0,21.0,21,21
2026-04-01,05:00,12,2.6,0.003,0.0,0.0,-850.5,-0.851,853.1,0.853,0.0,0.0,21.0,21,21
2026-04-01,06:00,12,281.8,0.282,0.0,0.0,-499.4,-0.499,781.2,0.781,0.0,0.0,21.0,21,21
2026-04-01,07:00,12,1107.4,1.107,198.1,0.198,-139.2,-0.139,1048.5,1.048,0.0,0.0,21.5,21,22
2026-04-01,08:00,12,2067.4,2.067,857.4,0.857,-40.2,-0.04,1250.2,1.25,0.0,0.0,25.2,23,28
2026-04-01,09:00,12,2856.8,2.857,1598.8,1.599,-48.4,-0.048,1306.3,1.306,0.0,0.0,33.8,29,39
2026-04-01,10:00,12,3716.8,3.717,1990.2,1.99,-46.8,-0.047,1773.4,1.773,0.0,0.0,45.1,40,52
2026-04-01,11:00,12,4524.2,4.524,2398.8,2.399,-62.2,-0.062,2187.6,2.188,0.0,0.0,61.8,53,70
2026-04-01,12:00,12,4832.2,4.832,2325.6,2.326,-67.7,-0.068,2574.3,2.574,0.0,0.0,77.3,70,85
2026-04-01,13:00,12,4351.2,4.351,1721.6,1.722,-16.2,-0.016,2645.8,2.646,0.0,0.0,91.4,86,97
2026-04-01,14:00,12,3504.2,3.504,541.2,0.541,223.3,0.223,2739.7,2.74,0.0,0.0,99.4,98,100
2026-04-01,15:00,12,1862.1,1.862,-657.3,-0.657,-81.1,-0.081,2600.5,2.601,0.0,0.0,98.7,96,100
2026-04-01,16:00,12,910.2,0.91,-1103.2,-1.103,-58.0,-0.058,2071.3,2.071,0.0,0.0,91.4,88,95
2026-04-01,17:00,12,228.8,0.229,-1446.2,-1.446,-55.1,-0.055,1730.2,1.73,0.0,0.0,82.8,78,87
2026-04-01,18:00,12,8.2,0.008,-1193.0,-1.193,-67.1,-0.067,1268.2,1.268,0.0,0.0,73.3,69,77
2026-04-01,19:00,12,0.0,0.0,-1376.3,-1.376,-113.2,-0.113,1489.6,1.49,0.0,0.0,64.5,60,69
2026-04-01,20:00,12,0.0,0.0,-1475.5,-1.476,-113.1,-0.113,1588.6,1.589,0.0,0.0,54.2,49,59
2026-04-01,21:00,12,0.0,0.0,-1525.0,-1.525,-118.7,-0.119,1643.7,1.644,0.0,0.0,41.9,37,48
2026-04-01,22:00,12,0.0,0.0,-1286.4,-1.286,-113.1,-0.113,1399.5,1.399,0.0,0.0,31.6,28,36
2026-04-01,23:00,12,0.0,0.0,-931.8,-0.932,-288.1,-0.288,1219.9,1.22,0.0,0.0,23.2,21,27
2026-04-02,00:00,12,0.0,0.0,6.8,0.007,-949.4,-0.949,942.6,0.943,0.0,0.0,21.0,21,21
2026-04-02,01:00,12,0.0,0.0,0.0,0.0,-834.2,-0.834,834.2,0.834,0.0,0.0,21.0,21,21
2026-04-02,02:00,12,0.0,0.0,0.0,0.0,-788.2,-0.788,788.2,0.788,0.0,0.0,21.0,21,21
2026-04-02,03:00,12,0.0,0.0,0.0,0.0,-725.8,-0.726,725.8,0.726,0.0,0.0,21.0,21,21
2026-04-02,04:00,10,0.0,0.0,0.0,0.0,-736.2,-0.614,736.2,0.614,0.0,0.0,21.0,21,21
2026-04-02,05:00,12,2.6,0.003,0.0,0.0,-719.2,-0.719,721.8,0.722,0.0,0.0,21.0,21,21
2026-04-02,06:00,12,265.3,0.265,5.9,0.006,-439.8,-0.44,699.2,0.699,0.0,0.0,21.0,21,21
2026-04-02,07:00,12,1134.2,1.134,323.2,0.323,-24.2,-0.024,835.2,0.835,0.0,0.0,22.1,21,23
2026-04-02,08:00,12,2096.9,2.097,1058.0,1.058,-52.2,-0.052,1091.2,1.091,0.0,0.0,26.5,24,30
2026-04-02,09:00,12,2911.4,2.911,1275.3,1.275,-117.6,-0.118,1753.7,1.754,0.0,0.0,35.0,31,39
2026-04-02,10:00,12,3579.5,3.579,1891.7,1.892,-63.3,-0.063,1751.2,1.751,0.0,0.0,44.4,39,52
2026-04-02,11:00,12,4551.6,4.552,2297.2,2.297,-62.0,-0.062,2316.4,2.316,0.0,0.0,62.1,53,70
2026-04-02,12:00,12,5077.1,5.077,2832.8,2.833,-62.0,-0.062,2306.2,2.306,0.0,0.0,79.9,71,89
2026-04-02,13:00,12,4601.8,4.602,1550.6,1.551,827.5,0.828,2223.8,2.224,0.0,0.0,96.2,90,100
2026-04-02,14:00,12,3575.2,3.575,0.0,0.0,1491.3,1.491,2083.9,2.084,0.0,0.0,100.0,100,100
2026-04-02,15:00,12,2101.3,2.101,-73.3,-0.073,345.3,0.345,1829.3,1.829,0.0,0.0,99.9,99,100
2026-04-02,16:00,12,976.8,0.977,-832.6,-0.833,-60.7,-0.061,1870.1,1.87,0.0,0.0,96.6,93,99
2026-04-02,17:00,12,234.8,0.235,-1129.7,-1.13,-52.2,-0.052,1416.7,1.417,0.0,0.0,89.4,86,93
2026-04-02,18:00,12,10.2,0.01,-1453.1,-1.453,-67.2,-0.067,1530.4,1.53,0.0,0.0,80.8,76,85
2026-04-02,19:00,12,0.0,0.0,-1262.8,-1.263,-109.0,-0.109,1371.8,1.372,0.0,0.0,70.8,67,75
2026-04-02,20:00,12,0.0,0.0,-1506.3,-1.506,-113.1,-0.113,1619.4,1.619,0.0,0.0,61.2,55,66
2026-04-02,21:00,12,0.0,0.0,-1355.1,-1.355,-115.8,-0.116,1470.9,1.471,0.0,0.0,50.2,46,55
