Date,Hour,Readings,Avg_PV_W,PV_Energy_kWh,Avg_Battery_W,Battery_Energy_kWh,Avg_Grid_W,Grid_Energy_kWh,Avg_GridLoad_W,GridLoad_Energy_kWh,Avg_BackupLoad_W,BackupLoad_Energy_kWh,Avg_SOC_Pct,Min_SOC_Pct,Max_SOC_Pct
2026-07-01,00:00,12,0.0,0.0,0.0,0.0,-1105.1,-1.105,1105.1,1.105,0.0,0.0,11.0,11,11
2026-07-01,01:00,11,0.0,0.0,0.0,0.0,-1028.3,-0.943,1028.3,0.943,0.0,0.0,11.0,11,11
2026-07-01,02:00,11,0.0,0.0,0.0,0.0,-661.8,-0.607,661.8,0.607,0.0,0.0,11.0,11,11
2026-07-01,03:00,10,0.0,0.0,0.0,0.0,-624.1,-0.52,624.1,0.52,0.0,0.0,11.0,11,11
2026-07-01,04:00,12,0.0,0.0,0.0,0.0,-908.8,-0.909,908.8,0.909,0.0,0.0,11.2,11,12
2026-07-01,05:00,12,53.2,0.053,0.0,0.0,-450.8,-0.451,504.1,0.504,0.0,0.0,12.0,12,12
2026-07-01,06:00,12,640.9,0.641,213.1,0.213,-93.2,-0.093,521.0,0.521,0.0,0.0,12.2,12,13
2026-07-01,07:00,12,1520.3,1.52,917.7,0.918,0.0,0.0,602.7,0.603,0.0,0.0,16.0,13,19
2026-07-01,08:00,12,1506.4,1.506,901.4,0.901,-4.0,-0.004,609.0,0.609,0.0,0.0,21.7,19,25
2026-07-01,09:00,12,2498.7,2.499,1381.2,1.381,-40.2,-0.04,1157.6,1.158,0.0,0.0,31.0,26,36
2026-07-01,10:00,12,2999.9,3.0,1908.2,1.908,-37.4,-0.037,1129.2,1.129,0.0,0.0,41.2,36,49
2026-07-01,11:00,12,3815.3,3.815,2470.5,2.47,-59.1,-0.059,1403.9,1.404,0.0,0.0,58.2,50,65
2026-07-01,12:00,11,625.2,0.573,-1278.0,-1.171,-57.3,-0.052,1960.5,1.797,0.0,0.0,60.5,57,65
2026-07-01,13:00,11,527.8,0.484,-812.8,-0.745,-51.1,-0.047,1391.7,1.276,0.0,0.0,53.6,51,56
2026-07-01,14:00,12,1431.2,1.431,-21.8,-0.022,-59.2,-0.059,1512.2,1.512,0.0,0.0,48.7,47,50
2026-07-01,15:00,12,1546.1,1.546,238.3,0.238,-47.1,-0.047,1354.8,1.355,0.0,0.0,51.3,51,52
2026-07-01,16:00,12,750.8,0.751,-474.1,-0.474,-52.5,-0.052,1277.3,1.277,0.0,0.0,50.5,48,52
2026-07-01,17:00,12,249.8,0.25,-863.7,-0.864,-34.8,-0.035,1148.2,1.148,0.0,0.0,44.5,42,47
2026-07-01,18:00,12,14.7,0.015,-1339.5,-1.34,-33.5,-0.034,1387.7,1.388,0.0,0.0,37.2,33,41
2026-07-01,19:00,11,0.0,0.0,-1168.5,-1.071,-95.5,-0.088,1264.1,1.159,0.0,0.0,27.8,23,33
2026-07-01,20:00,11,0.0,0.0,-1025.4,-0.94,-104.3,-0.096,1129.6,1.036,0.0,0.0,18.9,15,23
2026-07-01,21:00,11,0.0,0.0,-673.9,-0.618,-469.5,-0.43,1143.4,1.048,0.0,0.0,12.1,10,15
2026-07-01,22:00,12,0.0,0.0,5.2,0.005,-1107.8,-1.108,1102.7,1.103,0.0,0.0,11.0,11,11
2026-07-01,23:00,12,0.0,0.0,0.0,0.0,-862.6,-0.863,862.6,0.863,0.0,0.0,11.0,11,11
2026-07-02,00:00,11,0.0,0.0,0.9,0.001,-775.6,-0.711,774.7,0.71,0.0,0.0,11.0,11,11
2026-07-02,01:00,11,0.0,0.0,2.8,0.003,-753.5,-0.691,750.7,0.688,0.0,0.0,11.0,11,11
2026-07-02,02:00,11,0.0,0.0,0.0,0.0,-677.9,-0.621,677.9,0.621,0.0,0.0,11.0,11,11
2026-07-02,03:00,12,0.0,0.0,0.0,0.0,-671.8,-0.672,671.8,0.672,0.0,0.0,11.0,11,11
2026-07-02,04:00,12,0.0,0.0,2.5,0.003,-976.7,-0.977,974.2,0.974,0.0,0.0,11.0,11,11
2026-07-02,05:00,12,11.1,0.011,0.0,0.0,-584.9,-0.585,596.0,0.596,0.0,0.0,11.0,11,11
2026-07-02,06:00,12,434.0,0.434,42.8,0.043,-341.0,-0.341,732.2,0.732,0.0,0.0,11.1,11,12
2026-07-02,07:00,12,1626.2,1.626,868.4,0.868,-1.3,-0.001,759.2,0.759,0.0,0.0,14.5,12,18
2026-07-02,08:00,12,1412.8,1.413,672.2,0.672,-37.8,-0.038,778.2,0.778,0.0,0.0,19.9,18,22
2026-07-02,09:00,12,2065.2,2.065,722.6,0.723,-133.6,-0.134,1476.2,1.476,0.0,0.0,25.2,23,28
2026-07-02,10:00,12,2346.5,2.347,1247.8,1.248,-30.7,-0.031,1129.4,1.129,0.0,0.0,31.6,28,37
2026-07-02,11:00,12,3780.4,3.78,2226.5,2.227,-38.8,-0.039,1592.7,1.593,0.0,0.0,45.4,38,53
2026-07-02,12:00,12,2706.9,2.707,574.1,0.574,-39.1,-0.039,2171.9,2.172,0.0,0.0,58.0,55,60
2026-07-02,13:00,12,1440.8,1.441,-4988.8,-4.989,-595.8,-0.596,7025.3,7.025,0.0,0.0,44.7,22,59
2026-07-02,14:00,12,1888.2,1.888,-957.5,-0.958,-5847.5,-5.848,8693.2,8.693,0.0,0.0,11.8,10,18
2026-07-02,15:00,12,2560.7,2.561,290.7,0.291,-4022.3,-4.022,6292.3,6.292,0.0,0.0,11.3,11,13
2026-07-02,16:00,12,1432.0,1.432,102.9,0.103,-276.1,-0.276,1605.2,1.605,0.0,0.0,13.9,13,14
2026-07-02,17:00,12,506.7,0.507,0.0,0.0,-858.7,-0.859,1365.3,1.365,0.0,0.0,14.0,14,14
2026-07-02,18:00,11,42.5,0.039,0.0,0.0,-1399.4,-1.283,1441.8,1.322,0.0,0.0,14.0,14,14
2026-07-02,19:00,9,0.0,0.0,0.0,0.0,-1553.3,-1.165,1553.3,1.165,0.0,0.0,14.0,14,14
2026-07-02,20:00,11,0.0,0.0,0.0,0.0,-1421.5,-1.303,1421.5,1.303,0.0,0.0,14.6,14,15
2026-07-02,21:00,10,0.0,0.0,0.0,0.0,-1245.1,-1.038,1245.1,1.038,0.0,0.0,15.0,15,15
2026-07-02,22:00,11,0.0,0.0,0.0,0.0,-1372.7,-1.258,1372.7,1.258,0.0,0.0,15.0,15,15
2026-07-02,23:00,11,0.0,0.0,5.0,0.005,-1146.6,-1.051,1141.6,1.046,0.0,0.0,15.0,15,15
2026-07-03,00:00,12,0.0,0.0,1.2,0.001,-977.8,-0.978,976.5,0.977,0.0,0.0,15.0,15,15
2026-07-03,01:00,12,0.0,0.0,0.0,0.0,-962.9,-0.963,962.9,0.963,0.0,0.0,15.0,15,15
2026-07-03,02:00,10,0.0,0.0,0.0,0.0,-745.8,-0.622,745.8,0.622,0.0,0.0,15.0,15,15
2026-07-03,03:00,12,0.0,0.0,0.0,0.0,-925.1,-0.925,925.1,0.925,0.0,0.0,15.0,15,15
2026-07-03,04:00,12,0.0,0.0,1.2,0.001,-842.3,-0.842,841.1,0.841,0.0,0.0,15.0,15,15
2026-07-03,05:00,12,16.2,0.016,0.0,0.0,-589.0,-0.589,605.2,0.605,0.0,0.0,15.0,15,15
2026-07-03,06:00,12,422.1,0.422,83.0,0.083,-232.8,-0.233,571.9,0.572,0.0,0.0,15.2,15,16
2026-07-03,07:00,12,1429.2,1.429,758.0,0.758,0.0,0.0,671.2,0.671,0.0,0.0,18.2,16,21
2026-07-03,08:00,12,2384.9,2.385,1538.6,1.539,0.0,0.0,846.3,0.846,0.0,0.0,26.7,22,32
2026-07-03,09:00,12,2967.0,2.967,1389.6,1.39,-10.7,-0.011,1588.1,1.588,0.0,0.0,37.5,33,42
2026-07-03,10:00,12,3071.5,3.071,1799.3,1.799,-40.1,-0.04,1312.2,1.312,0.0,0.0,49.2,44,55
2026-07-03,11:00,12,2998.8,2.999,1392.6,1.393,-33.7,-0.034,1639.9,1.64,0.0,0.0,61.4,56,65
2026-07-03,12:00,12,4704.7,4.705,2123.6,2.124,-44.2,-0.044,2625.3,2.625,0.0,0.0,72.1,66,78
2026-07-03,13:00,12,2852.2,2.852,280.8,0.281,-52.6,-0.053,2624.1,2.624,0.0,0.0,79.2,78,82
